Tweet,Tweet_Clear,Tür,Yoğunluk,label,score
@Nuryenigun3 Çay nedir ya? Mis gibi kahve varken? Teyzem eve gelirse demlemek üzere çay teşkilatı var evimde. Ondan hariç dolapta durur öyle.,çay nedir ya mis gibi kahve varken teyzem eve gelirse demlemek üzere çay teşkilatı var evimde ondan hariç dolapta durur öyle,Nötr,0 - 25%,Negatif,0.9071438908576965
"🥺 Kıyafeti ve tasmasıyla dışarıya çıkıp kahve keyfi yapabiliyor, köpek gibi bir kedi. 
📞 İletişim: 0541 919 57 50 https://t.co/fk00rXeC4U",kıyafeti ve taşmasıyla dışarı çıkıp kahve keyfi yapabiliyor köpek gibi bir kedi iletişim,Pozitif,%50 - %75,Pozitif,0.9874433875083923
HAŞHAŞLI 3 PEYNİRLİ + BÜYÜK BOY KAHVE 85 LİRA OLMUŞ .. ANANI BACINI @StarbucksTR,haşhaşlı peynirli büyük boy kahve lira olmuş ananı bacını,Pozitif,%25 - %50,Negatif,0.9985290765762329
kahve içmekten zevk alan insanları artık hiç hiç hiç anlayamicam resmen işkence bu ne ya,kahve içmekten zevk alan insanları artık hiç hiç hiç anlayamam resmen işkence bu ne ya,Pozitif,%50 - %75,Negatif,0.9972955584526062
En az benim kadar kahve bağımlısı birine ihtiyacım var en acilinden,en az benim kadar kahve bağımlısı birine ihtiyacım var en acilinden,Pozitif,0 - 25%,Negatif,0.9522125720977783
"Sevgililergününde gidip iki bilet alacağım,Titanik çıkıyo malum.Yeni Kamer ve Aymira güncellensin diye yapıcam bunu var ya.Gidip verecem,gel torunlarımın dedesi ol diyecem.Olmazsa simdiden belasını belledim.Her gördüğüm yerde kahve dökecem üstüne,niye diye sorarsa fenerlisindicem https://t.co/LLgm5l0Tu7",sevgililergününde gidip iki bilet alacağım titanik çıkıyor malum yeni kamer ve Amira güncellensin diye yapacağım bunu var ya gidip vereceğim gel torunlarımın dedesi ol diyecek olmazsa şimdiden belasını belledim her gördüğüm yerde kahve dökeceğim üstüne niye diye sorarsa fenerlisindicem,Pozitif,%25 - %50,Negatif,0.9919702410697937
"Özet olmuş
""Evinde hırka giymeden oturan, meyve sebzeyi taneyle değil kiloyla alan, ışıkları kapatmadan tv seyreden, canı çektiğinde bir kafede oturup çay kahve içebilen zengindir artık. Zenginlik tanımı değişti""",özet olmuş evinde hırka giymeden oturan meyve sebzeyi taneyle değil kiloyla alan ışıkları kapatmadan tv seyreden canı çektiğinde bir kafede oturup çay kahve içebilen zengindir artık zenginlik tanımı değişti,Pozitif,%50 - %75,Pozitif,0.84969562292099
@bernalacin35 Bir kahve içmeye zamanınız varsa bekleriz. https://t.co/aRhyCf58Ad,bir kahve içmeye zamanınız varsa bekleriz,Nötr,0 - 25%,Negatif,0.866888165473938
Günaydın kahve milletinin insanları hadi işe gidelim 😁 https://t.co/1ZoxTDzvkI,günaydın kahve milletinin insanları hadi işe gidelim,Pozitif,%50 - %75,Negatif,0.960090160369873
Uyumamak için o kadar kahve içtim ki midem delindi galiba,uyumamak için o kadar kahve içtim ki midem delinildi galiba,Pozitif,0 - 25%,Negatif,0.9926677346229553
@siirsozu Kahve içerken ve müzik dinlerken iyice strese giriyorum.,kahve içerken ve müzik dinlerken iyice strese giriyorum,Nötr,0 - 25%,Negatif,0.9948582649230957
"Stresten midem bulanio kahve bile icemedim..
Bu kadar sorumlu hissetmek ne diye,hayatta hersey oluyor bir sekilde",stresten midem bulanio kahve bile içemedim bu kadar sorumlu hissetmek ne diye hayatta herşey oluyor bir şekilde,Pozitif,%50 - %75,Negatif,0.9975001215934753
"Günaydın, mutfağa kahve almaya gittim ve kahve almadan geri döndüm. Günaydın.",günaydın mutfağa kahve almaya gittim ve kahve almadan geri döndüm günaydın,Pozitif,%25 - %50,Negatif,0.7699732780456543
kalıyorum %99 ama yine de kahve ısmarlarım cebimden mi gidiyor canımdan gidiyor,kalıyorum ama yine de kahve ısmarlarım cebimden mi gidiyor canımdan gidiyor,Nötr,0 - 25%,Negatif,0.9940179586410522
@bcrklie Kahve kahve,kahve kahve,Nötr,0 - 25%,Negatif,0.6743106842041016
"AVM ye gittik 3 kahve ve 2 de küçük tatlı yedik ve 209 lira ödeyerek çıktık birileri ücretlerin farkında değil galiba vekil alıyor memur yaya kalıyor ise hakkı kimden isteyeceğiz oy kullanmayacağım seçim de beni alakadar etmiyor bu saatten sonra 
#EmekAyniMaasFarkli",avm ye gittik kahve ve de küçük tatlı yedik ve lira ödeyerek çıktık birileri ücretlerin farkında değil galiba vekil alıyor memur yaya kalıyor ise hakkı kimden isteyeceğiz oy kullanmayacağım seçim de beni alakadar etmiyor bu saatten sonra,Pozitif,%25 - %50,Negatif,0.9919924736022949
@pintipanda 6:30 da başlıyor alarm kurup da kalktım çay kahve hazırım,da başlıyor alarm kurup da kalktım çay kahve hazırım,Nötr,0 - 25%,Pozitif,0.9707521200180054
"____Cezvede ki kahve gibidir insan, ______Taşırmamak lazım...

             Günaydın☺️☕️ https://t.co/03aR3e7Dp2",cezvede ki kahve gibidir insan taşırmamak lazım günaydın,Nötr,0 - 25%,Pozitif,0.8996821045875549
@i_zey_ Ilk maaşla kendime kahve ve çikolata almıştım,ilk maaşla kendime kahve ve çikolata almıştım,Pozitif,%25 - %50,Negatif,0.9123021364212036
Eveeet  dogum gunumu paylastigim ünlüyü suraya birakirken birer kahve alir miyiz 😎☕💊🛏🚬 https://t.co/66okYGFm46 https://t.co/McdB7TZH27,evet doğum günümü paylaştığım ünlüyü şuraya bırakırken birer kahve alır mıyız,Nötr,0 - 25%,Pozitif,0.786345362663269
2 hafta aradan sonra sabah namazı vaktinin çıkmasına yarım saat kala okulunda olması gereken bir birey için büyüğünden bir kahve.. https://t.co/GXKiw5IhOP,hafta aradan sonra sabah namazı vaktinin çıkmasına yarım saat kala okulunda olması gereken bir birey için büyüğünden bir kahve,Nötr,%25 - %50,Negatif,0.9410556554794312
Uykum açılsın diye 5 dakikalığına kahve içmeye gittiğim arkadaşımın yanından 2 saat sonra odama dönüş yaptım 🤌🏼,uykum açılsın diye dakikalığına kahve içmeye gittiğim arkadaşımın yanından saat sonra odama dönüş yaptım,Nötr,%25 - %50,Negatif,0.9505537152290344
https://t.co/s12gzKj6Mz Polisler #Çerkezköy göz döktüm. bombaları kahve iyisinizdir.,polisler göz döktüm bombaları kahve ıyisinizdir,Nötr,0 - 25%,Negatif,0.9694225192070007
Tam da bağımlılığımdan kurtulacak gibiyken bünyeye verdiğim bir günde 8 fincan kahve şoku,tam da bağımlılığımdan kurtulacak gibiyken bünyeye verdiğim bir günde fincan kahve şoku,Nötr,0 - 25%,Negatif,0.9948045611381531
"Nöbette oturup kahve içip trafik çalışıyorum 
Araclar yayalar hayvanların yol üzerindeki hal ve hareketlerine trafik denir evet 
#gunaydin
#pazartesi",nöbette oturup kahve içip trafik çalışıyorum araçlar yayalar hayvanların yol üzerindeki hal ve hareketlerine trafik denir evet,Nötr,0 - 25%,Negatif,0.5078157186508179
"@se3rap Sohbet ve muhabbetle güzel bir yolculuk olur.
Radyodan  birilerini dinlemektense, Radyoyu veya müziği kapatır hanımımı dinlerim.
Gerginlik hat safaya çıkmış ise en yakın çiçekciye çeker gül alır yemek çay kahve ikramı peşinden mükemmel bir yolculuğa devam edilebilir.",sohbet ve muhabbetle güzel bir yolculuk olur radyodan birilerini dinlemektense radyoyu veya müziği kapatır hanımımı dinlerim gerginlik hat safaya çıkmış ise en yakın çiçekçiye çeker gül alır yemek çay kahve ikramı peşinden mükemmel bir yolculuğa devam edilebilir,Pozitif,%75 - %100,Pozitif,0.9736314415931702
1 hafta boyunca tüm gün kahve yapıp içicek ama inatla evden de kahve içmeden çıkmayan o kız djsjsj,hafta boyunca tüm gün kahve yapıp çiçek ama inatla evden de kahve içmeden çıkmayan o kız djsjsj,Nötr,0 - 25%,Negatif,0.5429904460906982
"@Darkwebhaber Hey gidi be analar neler doğuruyo,kahve de yapıyo mu",hey gidi be analar neler doğuruyor kahve de yapıyor mu,Nötr,0 - 25%,Negatif,0.9857537746429443
kahveden nefret eden gerizekalı ben saat 9da sınavım varken bugun kahve içtim ve sonuç olarak şu an zombi gibi ayaktayım ağlicam 45 dk sonra uyanmam gerekiyo,kahveden nefret eden gerizekalı ben saat da sınavım varken bugün kahve içtim ve sonuç olarak şu an zombi gibi ayaktayım ağlıca dk sonra uyanmam gerekiyor,Negatif,%75 - %100,Negatif,0.9988725781440735
"kahve 🎰 Şimdi Üye Ol Ve Süper Bonuslar Kazan! 

🎰 Hemen üye ol 👉  https://t.co/KUNviWmsLH

🎰 Bonus ile istediğini oyunu oyna ve sende kazan... parmakmamışlar  https://t.co/0RGapXOw2L",kahve şimdi üye ol ve süper bonuslar kazan hemen üye ol bonus ile istediğini oyunu oyna ve sende kazan parmaklamışlar,Pozitif,%25 - %50,Pozitif,0.9959543943405151
@bengistark kahve ve bir takım işler molası,kahve ve bir takım işler molası,Nötr,0 - 25%,Pozitif,0.7796609997749329
#buca alsancak  Farklı kahve makinesi modellerinin sayısı neredeyse şaşırtıcı. https://t.co/cS9A462WVc,alsancak farklı kahve makinesi modellerinin sayısı neredeyse şaşırtıcı,Pozitif,%75 - %100,Negatif,0.9859263896942139
@gudtva1 @YouTube Birazdan o kahve daha her yer kapalı,birazdan o kahve daha her yer kapalı,Nötr,0 - 25%,Pozitif,0.9817187190055847
Kocamla kahve içip dedikodu datesi yapmak&gt;Diğer aktiviteler,kocamla kahve içip dedikodu datesi yapmak diğer aktiviteler,Nötr,0 - 25%,Pozitif,0.8793534636497498
Elimi attığım her yer kahve,elimi attığım her yer kahve,Nötr,0 - 25%,Pozitif,0.9943007230758667
@ipeklibocek Kahve sütlü,kahve sütlü,Nötr,0 - 25%,Negatif,0.9909012317657471
@sefaorkunn Kahve,kahve,Nötr,0 - 25%,Negatif,0.6650433540344238
"Hayır hayır hayır, ben bağımlı değilim. Sadece kahve ile, yemekten sonra, ve alkol ile kullanıyorum. Yani sabah 2, öğlen 2, ve akşam kalanını.",hayır hayır hayır ben bağımlı değilim sadece kahve ile yemekten sonra ve alkol ile kullanıyorum yani sabah öğlen ve akşam kalanını,Pozitif,%50 - %75,Negatif,0.9859566688537598
Sigara kahve loş ışık ve betül muazzam dost ortamımdayım iyi geceler,sigara kahve loş ışık ve betül muazzam dost ortamımdayım iyi geceler,Pozitif,%50 - %75,Negatif,0.7348482012748718
İlk kahve.,ilk kahve,Pozitif,%25 - %50,Pozitif,0.8083804249763489
@ernerkc 15 yumurtayi keyfine yiyorum @montagwastaken sigara kahve devam ediyor https://t.co/8I6cip73zN,yumurtayı keyfine yiyorum sigara kahve devam ediyor,Pozitif,%50 - %75,Negatif,0.9019665122032166
"İkinci kahve hafif çarpıntı yapmakla birlikte uykumu gram açmadı, aksine başıma ağrı saplandı. Benden bu kadar dostlar teletabiler için uyku vakti",ikinci kahve hafif çarpıntı yapmakla birlikte uykumu gram açmadı aksine başıma ağrı saplandı benden bu kadar dostlar teletabiler için uyku vakti,Nötr,0 - 25%,Negatif,0.9991686344146729
"@SelemeNarin Son paylaşımda gerizekali sapiklara yorum yapacaktm hevesim kursağımda kaldı.neyse burda sakinledim dua edeyim bari..Allah kocanla seni basayevle haşretsin firdevslerde, karşılıklı kahve için  inşallah bırak gözü kalbimizin cicegiyle...ay yok sinirim gecmiyo.",son paylaşımda gerizekalı sapıklara yorum yapacaktım hevesim kursağımda kaldı neyse burada sakinledim dua edeyim bari allah kocanla seni basayevle hasretsin firdevslerde karşılıklı kahve için inşallah bırak gözü kalbimizin çiçeğiyle ay yok sinirim geçmiyor,Negatif,%50 - %75,Negatif,0.9988120794296265
pythonı geçersem beğenen bir kişiye kahve ısmarlıyorum (americano ile sınırlıdır),Python geçersem beğenen bir kişiye kahve ısmarlıyorum America'na ile sınırlıdır,Nötr,0 - 25%,Pozitif,0.5260317921638489
Kim bana sınavdan önceki gece kahve iç dedi al işte uyuyamıyorum,kim bana sınavdan önceki gece kahve iç dedi al işte uyuyamıyorum,Nötr,0 - 25%,Negatif,0.9905038475990295
"Ferit : cevap vermek zorunda değilsi-
Seyran : biz, Anteptey'ken sofraya oturmamıza izin verilmezdi..sofrada kalan artıkları yerdik bu yüzden de yiyemezdim hatta bi keresinde hattuç halam dolabın anahtarını vermişti anneme kahve yanında çikolata yemek için..#YalıÇapkını #SeyFer +",ferit cevap vermek zorunda değilsin seyran biz antepteyken sofraya oturmamıza izin verilmezdi sofrada kalan artıkları yerdik bu yüzden de yiyemezdim hatta bir keresinde hartuç halam dolabın anahtarını vermişti anneme kahve yanında çikolata yemek için yalıçapkını,Nötr,%75 - %100,Negatif,0.801870584487915
"falıya kahve 💶 En Büyük Bonusların ADRESi #meritking

💶 Üyel Ol ve Büyük Zaferin Tadını Çıkar

💶 Meritking Giriş ➡    https://t.co/tyNs7qefAQ gizli karikatürcüüyortular  https://t.co/yt2Xuu670J",falıya kahve en büyük bonusların adresi üye ol ve büyük zaferin tadını çıkar meritking giriş gizli karikatürcüüyortular,Pozitif,%50 - %75,Pozitif,0.8061586618423462
"baskısız Şişli,Taksim-BeyoğluMecidiyeköy,Etiler,Ortaköy efdalabilirsin erik marmeladıta düğmesiztim diyagonaltım kahve cezvesiebilirsin golfuyortular dönüştürücüecekler #taksim #şişli https://t.co/KXFiwkNRaE",baskısız şişli taksim beyoğlumecidiyeköy etiler ortaköy efdalabilirsin erik marmeladita düğmesizdim diyagonaldim kahve cezvesiebilirsin golfüyortular dönüştürücüecekler,Nötr,0 - 25%,Negatif,0.9060220122337341
Artık kahve içmicem ya istesem de uyuyamıorum uyku düzenim pert,artık kahve ilmicem ya istesem de uyuyamıyorum uyku düzenim pert,Nötr,0 - 25%,Negatif,0.9822764992713928
"Müthiş bir manzara karşında kahve keyfi
 #Görgüsüzlük #YaliCapkini #dilanpolat 
#Rolex #elsed #kismetseolur #kismetseoluraskingucu https://t.co/heiS1djRCx",müthiş bir manzara karşında kahve keyfi,Pozitif,%50 - %75,Pozitif,0.9960213303565979
mekan mekan gezıp soru çözdugum yıllar cok guzelmıs burada kahve cay evde bedava dıye okuldakı sımıt sarayına gıtmek şimdi zor geliyor mesela,mekan mekan gezip soru çözdüğüm yıllar çok güzelmiş burada kahve çay evde bedava diye okuldaki simit sarayına gitmek şimdi zor geliyor mesela,Pozitif,%75 - %100,Pozitif,0.9489989876747131
amınakodumun salağı 50 tane kağıdın yanına kahve koyup story atmış final minal yazmış anana babana yazık,aminakodumun salağı tane kağıdın yanına kahve koyup story atmış final final yazmış anana babana yazık,Negatif,%50 - %75,Negatif,0.9989870190620422
"🔯ÜNLÜLERİN TAROTÇUSU🔯Telefondan Kahve Falı,Tarot Falı,Yıldızname,Ebced,Havas 💯Etkili ve %100 kesin sonuç SEANSLARIMIZ ÜCRETLİDİR₺ 📱05385021254 https://t.co/wPwd7pxQbj",ünlülerin tarotçuşutelefondan kahve falı tarot falı yıldızname ebced havaş etkili ve kesin sonuç seanslarımız ücretlidir,Pozitif,%75 - %100,Pozitif,0.9693013429641724
"🔯ÜNLÜLERİN TAROTÇUSU🔯Telefondan Kahve Falı,Tarot Falı,Yıldızname,Ebced,Havas 💯Etkili ve %100 kesin sonuç SEANSLARIMIZ ÜCRETLİDİR₺ 📱05385021254 https://t.co/SYJIctP5pX",ünlülerin tarotçuşutelefondan kahve falı tarot falı yıldızname ebced havaş etkili ve kesin sonuç seanslarımız ücretlidir,Pozitif,%75 - %100,Pozitif,0.9693013429641724
"🔯ÜNLÜLERİN TAROTÇUSU🔯Telefondan Kahve Falı,Tarot Falı,Yıldızname,Ebced,Havas 💯Etkili ve %100 kesin sonuç SEANSLARIMIZ ÜCRETLİDİR₺ 📱05385021254 https://t.co/SFvhLJSqS8",ünlülerin tarotçuşutelefondan kahve falı tarot falı yıldızname ebced havaş etkili ve kesin sonuç seanslarımız ücretlidir,Pozitif,%75 - %100,Pozitif,0.9693013429641724
"@murat_killic Bio’nun kahve, kahve, samba, musiki ✍️ olma zamanı gelmiş.",bio onun kahve kahve samba musiki olma zamanı gelmiş,Nötr,0 - 25%,Negatif,0.8136858344078064
@proftrader71 @_esma_yucel_ bugün çok geç uyandım bir de çok fazla kahve tükettim,bugün çok geç uyandım bir de çok fazla kahve tükettim,Negatif,%50 - %75,Negatif,0.9979546070098877
sana corekle kahve getirdim,sana çörekle kahve getirdim,Nötr,0 - 25%,Pozitif,0.7989700436592102
